aarti_id,line_no,section,original,translit_roman,meaning_en,meaning_hi,meaning_mr,meaning_gu,meaning_pa,meaning_bn,meaning_ta,meaning_te,meaning_kn,meaning_ml,notes,original_true_script
SK001,107,chaupai,त्रिजटा नाम राच्छसी एका। राम चरन रति निपुन बिबेका ॥,"Trijata nama rachchasi eka, rama charana rati nipuna bibeka .",,,,,,,,,,,"('Draft: Sundara Kanda (Ramcharitmanas), Tulsidas. Source: sanskritdocuments.org (manas5_i.itx, ITRANS transliteration by Balram J. Rathore); raw file stored at data/raw_sources/sundarkand_itrans_raw.txt. Devanagari here is machine-converted from that ITRANS source via indic_transliteration, NOT independently proofread against a Devanagari printed edition yet. Verse/doha number per source: n/a (chaupai). Tracker/category placement not yet decided (staging only). reviewed=no.',)",NA
SK001,108,chaupai,सबन्हौ बोलि सुनाएसि सपना। सीतहि सेइ करहु हित अपना ॥,"Sabanhau boli sunaesi sapana, sitahi sei karahu hita apana .",,,,,,,,,,,"('Draft: Sundara Kanda (Ramcharitmanas), Tulsidas. Source: sanskritdocuments.org (manas5_i.itx, ITRANS transliteration by Balram J. Rathore); raw file stored at data/raw_sources/sundarkand_itrans_raw.txt. Devanagari here is machine-converted from that ITRANS source via indic_transliteration, NOT independently proofread against a Devanagari printed edition yet. Verse/doha number per source: n/a (chaupai). Tracker/category placement not yet decided (staging only). reviewed=no.',)",NA
SK001,109,chaupai,सपनें बानर लंका जारी। जातुधान सेना सब मारी ॥,"Sapanem banara lamka jari, jatudhana sena saba mari .",,,,,,,,,,,"('Draft: Sundara Kanda (Ramcharitmanas), Tulsidas. Source: sanskritdocuments.org (manas5_i.itx, ITRANS transliteration by Balram J. Rathore); raw file stored at data/raw_sources/sundarkand_itrans_raw.txt. Devanagari here is machine-converted from that ITRANS source via indic_transliteration, NOT independently proofread against a Devanagari printed edition yet. Verse/doha number per source: n/a (chaupai). Tracker/category placement not yet decided (staging only). reviewed=no.',)",NA
SK001,110,chaupai,खर आरूढ़ नगन दससीसा। मुंडित सिर खंडित भुज बीसा ॥,"Khara aru.dha nagana Dasasisa, mumdita sira khamdita bhuja bisa .",,,,,,,,,,,"('Draft: Sundara Kanda (Ramcharitmanas), Tulsidas. Source: sanskritdocuments.org (manas5_i.itx, ITRANS transliteration by Balram J. Rathore); raw file stored at data/raw_sources/sundarkand_itrans_raw.txt. Devanagari here is machine-converted from that ITRANS source via indic_transliteration, NOT independently proofread against a Devanagari printed edition yet. Verse/doha number per source: n/a (chaupai). Tracker/category placement not yet decided (staging only). reviewed=no.',)",NA
SK001,111,chaupai,एहि बिधि सो दच्छिन दिसि जाई। लंका मनहुँ बिभीषन पाई ॥,"Ehi bidhi so dachchina disi jai, lamka manahu.n bibhishana pai .",,,,,,,,,,,"('Draft: Sundara Kanda (Ramcharitmanas), Tulsidas. Source: sanskritdocuments.org (manas5_i.itx, ITRANS transliteration by Balram J. Rathore); raw file stored at data/raw_sources/sundarkand_itrans_raw.txt. Devanagari here is machine-converted from that ITRANS source via indic_transliteration, NOT independently proofread against a Devanagari printed edition yet. Verse/doha number per source: n/a (chaupai). Tracker/category placement not yet decided (staging only). reviewed=no.',)",NA
SK001,112,chaupai,नगर फिरी रघुबीर दोहाई। तब प्रभु सीता बोलि पठाई ॥,"Nagara phiri Raghubira dohai, taba prabhu Sita boli pathai .",,,,,,,,,,,"('Draft: Sundara Kanda (Ramcharitmanas), Tulsidas. Source: sanskritdocuments.org (manas5_i.itx, ITRANS transliteration by Balram J. Rathore); raw file stored at data/raw_sources/sundarkand_itrans_raw.txt. Devanagari here is machine-converted from that ITRANS source via indic_transliteration, NOT independently proofread against a Devanagari printed edition yet. Verse/doha number per source: n/a (chaupai). Tracker/category placement not yet decided (staging only). reviewed=no.',)",NA
SK001,113,chaupai,यह सपना में कहउँ पुकारी। होइहि सत्य गएँ दिन चारी ॥,"Yaha sapana mem kahau.n pukari, hoihi satya gae.n dina chari .",,,,,,,,,,,"('Draft: Sundara Kanda (Ramcharitmanas), Tulsidas. Source: sanskritdocuments.org (manas5_i.itx, ITRANS transliteration by Balram J. Rathore); raw file stored at data/raw_sources/sundarkand_itrans_raw.txt. Devanagari here is machine-converted from that ITRANS source via indic_transliteration, NOT independently proofread against a Devanagari printed edition yet. Verse/doha number per source: n/a (chaupai). Tracker/category placement not yet decided (staging only). reviewed=no.',)",NA
SK001,114,chaupai,तासु बचन सुनि ते सब डरीं। जनकसुता के चरनन्हि परीं ॥,"Tasu bachana suni te saba darim, Janakasuta ke charananhi parim .",,,,,,,,,,,"('Draft: Sundara Kanda (Ramcharitmanas), Tulsidas. Source: sanskritdocuments.org (manas5_i.itx, ITRANS transliteration by Balram J. Rathore); raw file stored at data/raw_sources/sundarkand_itrans_raw.txt. Devanagari here is machine-converted from that ITRANS source via indic_transliteration, NOT independently proofread against a Devanagari printed edition yet. Verse/doha number per source: n/a (chaupai). Tracker/category placement not yet decided (staging only). reviewed=no.',)",NA
SK001,115,doha,जहँ तहँ गईं सकल तब सीता कर मन सोच। मास दिवस बीतें मोहि मारिहि निसिचर पोच ॥,"Jaha.n taha.n gaim sakala taba Sita kara mana socha, masa divasa bitem mohi marihi nisichara pocha .",,,,,,,,,,,"('Draft: Sundara Kanda (Ramcharitmanas), Tulsidas. Source: sanskritdocuments.org (manas5_i.itx, ITRANS transliteration by Balram J. Rathore); raw file stored at data/raw_sources/sundarkand_itrans_raw.txt. Devanagari here is machine-converted from that ITRANS source via indic_transliteration, NOT independently proofread against a Devanagari printed edition yet. Verse/doha number per source: 11. Tracker/category placement not yet decided (staging only). reviewed=no.',)",NA
SK001,116,chaupai,त्रिजटा सन बोली कर जोरी। मातु बिपति संगिनि तैं मोरी ॥,"Trijata sana boli kara jori, matu bipati samgini taim mori .",,,,,,,,,,,"('Draft: Sundara Kanda (Ramcharitmanas), Tulsidas. Source: sanskritdocuments.org (manas5_i.itx, ITRANS transliteration by Balram J. Rathore); raw file stored at data/raw_sources/sundarkand_itrans_raw.txt. Devanagari here is machine-converted from that ITRANS source via indic_transliteration, NOT independently proofread against a Devanagari printed edition yet. Verse/doha number per source: n/a (chaupai). Tracker/category placement not yet decided (staging only). reviewed=no.',)",NA
SK001,117,chaupai,तजौं देह करु बेगि उपाई। दुसहु बिरहु अब नहिं सहि जाई ॥,"Tajaum deha karu begi upai, dusahu birahu aba nahim sahi jai .",,,,,,,,,,,"('Draft: Sundara Kanda (Ramcharitmanas), Tulsidas. Source: sanskritdocuments.org (manas5_i.itx, ITRANS transliteration by Balram J. Rathore); raw file stored at data/raw_sources/sundarkand_itrans_raw.txt. Devanagari here is machine-converted from that ITRANS source via indic_transliteration, NOT independently proofread against a Devanagari printed edition yet. Verse/doha number per source: n/a (chaupai). Tracker/category placement not yet decided (staging only). reviewed=no.',)",NA
SK001,118,chaupai,आनि काठ रचु चिता बनाई। मातु अनल पुनि देहि लगाई ॥,"Ani katha rachu chita banai, matu anala puni dehi lagai .",,,,,,,,,,,"('Draft: Sundara Kanda (Ramcharitmanas), Tulsidas. Source: sanskritdocuments.org (manas5_i.itx, ITRANS transliteration by Balram J. Rathore); raw file stored at data/raw_sources/sundarkand_itrans_raw.txt. Devanagari here is machine-converted from that ITRANS source via indic_transliteration, NOT independently proofread against a Devanagari printed edition yet. Verse/doha number per source: n/a (chaupai). Tracker/category placement not yet decided (staging only). reviewed=no.',)",NA
SK001,119,chaupai,सत्य करहि मम प्रीति सयानी। सुनै को श्रवन सूल सम बानी ॥,"Satya karahi mama priti sayani, sunai ko shravana sula sama bani .",,,,,,,,,,,"('Draft: Sundara Kanda (Ramcharitmanas), Tulsidas. Source: sanskritdocuments.org (manas5_i.itx, ITRANS transliteration by Balram J. Rathore); raw file stored at data/raw_sources/sundarkand_itrans_raw.txt. Devanagari here is machine-converted from that ITRANS source via indic_transliteration, NOT independently proofread against a Devanagari printed edition yet. Verse/doha number per source: n/a (chaupai). Tracker/category placement not yet decided (staging only). reviewed=no.',)",NA
SK001,120,chaupai,सुनत बचन पद गहि समुझाएसि। प्रभु प्रताप बल सुजसु सुनाएसि ॥,"Sunata bachana pada gahi samujhaesi, prabhu pratapa bala sujasu sunaesi .",,,,,,,,,,,"('Draft: Sundara Kanda (Ramcharitmanas), Tulsidas. Source: sanskritdocuments.org (manas5_i.itx, ITRANS transliteration by Balram J. Rathore); raw file stored at data/raw_sources/sundarkand_itrans_raw.txt. Devanagari here is machine-converted from that ITRANS source via indic_transliteration, NOT independently proofread against a Devanagari printed edition yet. Verse/doha number per source: n/a (chaupai). Tracker/category placement not yet decided (staging only). reviewed=no.',)",NA
SK001,121,chaupai,निसि न अनल मिल सुनु सुकुमारी। अस कहि सो निज भवन सिधारी ॥,"Nisi na anala mila sunu sukumari, asa kahi so nija bhavana sidhari .",,,,,,,,,,,"('Draft: Sundara Kanda (Ramcharitmanas), Tulsidas. Source: sanskritdocuments.org (manas5_i.itx, ITRANS transliteration by Balram J. Rathore); raw file stored at data/raw_sources/sundarkand_itrans_raw.txt. Devanagari here is machine-converted from that ITRANS source via indic_transliteration, NOT independently proofread against a Devanagari printed edition yet. Verse/doha number per source: n/a (chaupai). Tracker/category placement not yet decided (staging only). reviewed=no.',)",NA
SK001,122,chaupai,कह सीता बिधि भा प्रतिकूला। मिलहि न पावक मिटिहि न सूला ॥,"Kaha Sita bidhi bha pratikula, milahi na pavaka mitihi na sula .",,,,,,,,,,,"('Draft: Sundara Kanda (Ramcharitmanas), Tulsidas. Source: sanskritdocuments.org (manas5_i.itx, ITRANS transliteration by Balram J. Rathore); raw file stored at data/raw_sources/sundarkand_itrans_raw.txt. Devanagari here is machine-converted from that ITRANS source via indic_transliteration, NOT independently proofread against a Devanagari printed edition yet. Verse/doha number per source: n/a (chaupai). Tracker/category placement not yet decided (staging only). reviewed=no.',)",NA
SK001,123,chaupai,देखिअत प्रगट गगन अंगारा। अवनि न आवत एकउ तारा ॥,"Dekhiata pragata gagana amgara, avani na avata ekau tara .",,,,,,,,,,,"('Draft: Sundara Kanda (Ramcharitmanas), Tulsidas. Source: sanskritdocuments.org (manas5_i.itx, ITRANS transliteration by Balram J. Rathore); raw file stored at data/raw_sources/sundarkand_itrans_raw.txt. Devanagari here is machine-converted from that ITRANS source via indic_transliteration, NOT independently proofread against a Devanagari printed edition yet. Verse/doha number per source: n/a (chaupai). Tracker/category placement not yet decided (staging only). reviewed=no.',)",NA
SK001,124,chaupai,पावकमय ससि स्त्रवत न आगी। मानहुँ मोहि जानि हतभागी ॥,"Pavakamaya sasi stravata na agi, manahu.n mohi jani hatabhagi .",,,,,,,,,,,"('Draft: Sundara Kanda (Ramcharitmanas), Tulsidas. Source: sanskritdocuments.org (manas5_i.itx, ITRANS transliteration by Balram J. Rathore); raw file stored at data/raw_sources/sundarkand_itrans_raw.txt. Devanagari here is machine-converted from that ITRANS source via indic_transliteration, NOT independently proofread against a Devanagari printed edition yet. Verse/doha number per source: n/a (chaupai). Tracker/category placement not yet decided (staging only). reviewed=no.',)",NA
SK001,125,chaupai,सुनहि बिनय मम बिटप असोका। सत्य नाम करु हरु मम सोका ॥,"Sunahi binaya mama bitapa asoka, satya nama karu haru mama soka .",,,,,,,,,,,"('Draft: Sundara Kanda (Ramcharitmanas), Tulsidas. Source: sanskritdocuments.org (manas5_i.itx, ITRANS transliteration by Balram J. Rathore); raw file stored at data/raw_sources/sundarkand_itrans_raw.txt. Devanagari here is machine-converted from that ITRANS source via indic_transliteration, NOT independently proofread against a Devanagari printed edition yet. Verse/doha number per source: n/a (chaupai). Tracker/category placement not yet decided (staging only). reviewed=no.',)",NA
SK001,126,chaupai,नूतन किसलय अनल समाना। देहि अगिनि जनि करहि निदाना ॥,"Nutana kisalaya anala samana, dehi agini jani karahi nidana .",,,,,,,,,,,"('Draft: Sundara Kanda (Ramcharitmanas), Tulsidas. Source: sanskritdocuments.org (manas5_i.itx, ITRANS transliteration by Balram J. Rathore); raw file stored at data/raw_sources/sundarkand_itrans_raw.txt. Devanagari here is machine-converted from that ITRANS source via indic_transliteration, NOT independently proofread against a Devanagari printed edition yet. Verse/doha number per source: n/a (chaupai). Tracker/category placement not yet decided (staging only). reviewed=no.',)",NA
SK001,127,chaupai,देखि परम बिरहाकुल सीता। सो छन कपिहि कलप सम बीता ॥,"Dekhi parama birahakula Sita, so chana kapihi kalapa sama bita .",,,,,,,,,,,"('Draft: Sundara Kanda (Ramcharitmanas), Tulsidas. Source: sanskritdocuments.org (manas5_i.itx, ITRANS transliteration by Balram J. Rathore); raw file stored at data/raw_sources/sundarkand_itrans_raw.txt. Devanagari here is machine-converted from that ITRANS source via indic_transliteration, NOT independently proofread against a Devanagari printed edition yet. Verse/doha number per source: n/a (chaupai). Tracker/category placement not yet decided (staging only). reviewed=no.',)",NA
SK001,128,sortha,कपि करि हृदयँ बिचार दीन्हि मुद्रिका डारी तब। जनु असोक अंगार दीन्हि हरषि उठि कर गहेउ ॥,"Kapi kari hrridaya.n bichara dinhi mudrika dari taba, janu asoka amgara dinhi harashi uthi kara gaheu .",,,,,,,,,,,"('Draft: Sundara Kanda (Ramcharitmanas), Tulsidas. Source: sanskritdocuments.org (manas5_i.itx, ITRANS transliteration by Balram J. Rathore); raw file stored at data/raw_sources/sundarkand_itrans_raw.txt. Devanagari here is machine-converted from that ITRANS source via indic_transliteration, NOT independently proofread against a Devanagari printed edition yet. Verse/doha number per source: 12. Tracker/category placement not yet decided (staging only). reviewed=no.',)",NA
SK001,129,chaupai,तब देखी मुद्रिका मनोहर। राम नाम अंकित अति सुंदर ॥,"Taba dekhi mudrika manohara, rama nama amkita ati sumdara .",,,,,,,,,,,"('Draft: Sundara Kanda (Ramcharitmanas), Tulsidas. Source: sanskritdocuments.org (manas5_i.itx, ITRANS transliteration by Balram J. Rathore); raw file stored at data/raw_sources/sundarkand_itrans_raw.txt. Devanagari here is machine-converted from that ITRANS source via indic_transliteration, NOT independently proofread against a Devanagari printed edition yet. Verse/doha number per source: n/a (chaupai). Tracker/category placement not yet decided (staging only). reviewed=no.',)",NA
SK001,130,chaupai,चकित चितव मुदरी पहिचानी। हरष बिषाद हृदयँ अकुलानी ॥,"Chakita chitava mudari pahichani, harasha bishada hrridaya.n akulani .",,,,,,,,,,,"('Draft: Sundara Kanda (Ramcharitmanas), Tulsidas. Source: sanskritdocuments.org (manas5_i.itx, ITRANS transliteration by Balram J. Rathore); raw file stored at data/raw_sources/sundarkand_itrans_raw.txt. Devanagari here is machine-converted from that ITRANS source via indic_transliteration, NOT independently proofread against a Devanagari printed edition yet. Verse/doha number per source: n/a (chaupai). Tracker/category placement not yet decided (staging only). reviewed=no.',)",NA
SK001,131,chaupai,जीति को सकइ अजय रघुराई। माया तें असि रचि नहिं जाई ॥,"Jiti ko sakai ajaya Raghurai, maya tem asi rachi nahim jai .",,,,,,,,,,,"('Draft: Sundara Kanda (Ramcharitmanas), Tulsidas. Source: sanskritdocuments.org (manas5_i.itx, ITRANS transliteration by Balram J. Rathore); raw file stored at data/raw_sources/sundarkand_itrans_raw.txt. Devanagari here is machine-converted from that ITRANS source via indic_transliteration, NOT independently proofread against a Devanagari printed edition yet. Verse/doha number per source: n/a (chaupai). Tracker/category placement not yet decided (staging only). reviewed=no.',)",NA
SK001,132,chaupai,सीता मन बिचार कर नाना। मधुर बचन बोलेउ हनुमाना ॥,"Sita mana bichara kara nana, madhura bachana boleu hanumana .",,,,,,,,,,,"('Draft: Sundara Kanda (Ramcharitmanas), Tulsidas. Source: sanskritdocuments.org (manas5_i.itx, ITRANS transliteration by Balram J. Rathore); raw file stored at data/raw_sources/sundarkand_itrans_raw.txt. Devanagari here is machine-converted from that ITRANS source via indic_transliteration, NOT independently proofread against a Devanagari printed edition yet. Verse/doha number per source: n/a (chaupai). Tracker/category placement not yet decided (staging only). reviewed=no.',)",NA
SK001,133,chaupai,रामचंद्र गुन बरनैं लागा। सुनतहिं सीता कर दुख भागा ॥,"Ramachamdra guna baranaim laga, sunatahim Sita kara dukha bhaga .",,,,,,,,,,,"('Draft: Sundara Kanda (Ramcharitmanas), Tulsidas. Source: sanskritdocuments.org (manas5_i.itx, ITRANS transliteration by Balram J. Rathore); raw file stored at data/raw_sources/sundarkand_itrans_raw.txt. Devanagari here is machine-converted from that ITRANS source via indic_transliteration, NOT independently proofread against a Devanagari printed edition yet. Verse/doha number per source: n/a (chaupai). Tracker/category placement not yet decided (staging only). reviewed=no.',)",NA
SK001,134,chaupai,लागीं सुनैं श्रवन मन लाई। आदिहु तें सब कथा सुनाई ॥,"Lagim sunaim shravana mana lai, adihu tem saba katha sunai .",,,,,,,,,,,"('Draft: Sundara Kanda (Ramcharitmanas), Tulsidas. Source: sanskritdocuments.org (manas5_i.itx, ITRANS transliteration by Balram J. Rathore); raw file stored at data/raw_sources/sundarkand_itrans_raw.txt. Devanagari here is machine-converted from that ITRANS source via indic_transliteration, NOT independently proofread against a Devanagari printed edition yet. Verse/doha number per source: n/a (chaupai). Tracker/category placement not yet decided (staging only). reviewed=no.',)",NA
SK001,135,chaupai,श्रवनामृत जेहिं कथा सुहाई। कहि सो प्रगट होति किन भाई ॥,"Shravanamrrita jehim katha suhai, kahi so pragata hoti kina bhai .",,,,,,,,,,,"('Draft: Sundara Kanda (Ramcharitmanas), Tulsidas. Source: sanskritdocuments.org (manas5_i.itx, ITRANS transliteration by Balram J. Rathore); raw file stored at data/raw_sources/sundarkand_itrans_raw.txt. Devanagari here is machine-converted from that ITRANS source via indic_transliteration, NOT independently proofread against a Devanagari printed edition yet. Verse/doha number per source: n/a (chaupai). Tracker/category placement not yet decided (staging only). reviewed=no.',)",NA
SK001,136,chaupai,तब हनुमंत निकट चलि गयऊ। फिरि बैंठीं मन बिसमय भयऊ ॥,"Taba hanumamta nikata chali gayau, phiri baimthim mana bisamaya bhayau .",,,,,,,,,,,"('Draft: Sundara Kanda (Ramcharitmanas), Tulsidas. Source: sanskritdocuments.org (manas5_i.itx, ITRANS transliteration by Balram J. Rathore); raw file stored at data/raw_sources/sundarkand_itrans_raw.txt. Devanagari here is machine-converted from that ITRANS source via indic_transliteration, NOT independently proofread against a Devanagari printed edition yet. Verse/doha number per source: n/a (chaupai). Tracker/category placement not yet decided (staging only). reviewed=no.',)",NA
SK001,137,chaupai,राम दूत मैं मातु जानकी। सत्य सपथ करुनानिधान की ॥,"Rama duta maim matu Janaki, satya sapatha karunanidhana ki .",,,,,,,,,,,"('Draft: Sundara Kanda (Ramcharitmanas), Tulsidas. Source: sanskritdocuments.org (manas5_i.itx, ITRANS transliteration by Balram J. Rathore); raw file stored at data/raw_sources/sundarkand_itrans_raw.txt. Devanagari here is machine-converted from that ITRANS source via indic_transliteration, NOT independently proofread against a Devanagari printed edition yet. Verse/doha number per source: n/a (chaupai). Tracker/category placement not yet decided (staging only). reviewed=no.',)",NA
SK001,138,chaupai,यह मुद्रिका मातु मैं आनी। दीन्हि राम तुम्ह कहँ सहिदानी ॥,"Yaha mudrika matu maim ani, dinhi rama tumha kaha.n sahidani .",,,,,,,,,,,"('Draft: Sundara Kanda (Ramcharitmanas), Tulsidas. Source: sanskritdocuments.org (manas5_i.itx, ITRANS transliteration by Balram J. Rathore); raw file stored at data/raw_sources/sundarkand_itrans_raw.txt. Devanagari here is machine-converted from that ITRANS source via indic_transliteration, NOT independently proofread against a Devanagari printed edition yet. Verse/doha number per source: n/a (chaupai). Tracker/category placement not yet decided (staging only). reviewed=no.',)",NA
SK001,139,chaupai,नर बानरहि संग कहु कैसें। कहि कथा भइ संगति जैसें ॥,"Nara banarahi samga kahu kaisem, kahi katha bhai samgati jaisem .",,,,,,,,,,,"('Draft: Sundara Kanda (Ramcharitmanas), Tulsidas. Source: sanskritdocuments.org (manas5_i.itx, ITRANS transliteration by Balram J. Rathore); raw file stored at data/raw_sources/sundarkand_itrans_raw.txt. Devanagari here is machine-converted from that ITRANS source via indic_transliteration, NOT independently proofread against a Devanagari printed edition yet. Verse/doha number per source: n/a (chaupai). Tracker/category placement not yet decided (staging only). reviewed=no.',)",NA
SK001,140,doha,कपि के बचन सप्रेम सुनि उपजा मन बिस्वास। जाना मन क्रम बचन यह कृपासिंधु कर दास ॥,"Kapi ke bachana saprema suni upaja mana bisvasa, jana mana krama bachana yaha krripasimdhu kara dasa .",,,,,,,,,,,"('Draft: Sundara Kanda (Ramcharitmanas), Tulsidas. Source: sanskritdocuments.org (manas5_i.itx, ITRANS transliteration by Balram J. Rathore); raw file stored at data/raw_sources/sundarkand_itrans_raw.txt. Devanagari here is machine-converted from that ITRANS source via indic_transliteration, NOT independently proofread against a Devanagari printed edition yet. Verse/doha number per source: 13. Tracker/category placement not yet decided (staging only). reviewed=no.',)",NA
SK001,141,chaupai,हरिजन जानि प्रीति अति गाढ़ी। सजल नयन पुलकावलि बाढ़ी ॥,"Harijana jani priti ati ga.dhi, sajala nayana pulakavali ba.dhi .",,,,,,,,,,,"('Draft: Sundara Kanda (Ramcharitmanas), Tulsidas. Source: sanskritdocuments.org (manas5_i.itx, ITRANS transliteration by Balram J. Rathore); raw file stored at data/raw_sources/sundarkand_itrans_raw.txt. Devanagari here is machine-converted from that ITRANS source via indic_transliteration, NOT independently proofread against a Devanagari printed edition yet. Verse/doha number per source: n/a (chaupai). Tracker/category placement not yet decided (staging only). reviewed=no.',)",NA
SK001,142,chaupai,बूड़त बिरह जलधि हनुमाना। भयउ तात मों कहुँ जलजाना ॥,"Bu.data biraha jaladhi hanumana, bhayau tata mom kahu.n jalajana .",,,,,,,,,,,"('Draft: Sundara Kanda (Ramcharitmanas), Tulsidas. Source: sanskritdocuments.org (manas5_i.itx, ITRANS transliteration by Balram J. Rathore); raw file stored at data/raw_sources/sundarkand_itrans_raw.txt. Devanagari here is machine-converted from that ITRANS source via indic_transliteration, NOT independently proofread against a Devanagari printed edition yet. Verse/doha number per source: n/a (chaupai). Tracker/category placement not yet decided (staging only). reviewed=no.',)",NA
SK001,143,chaupai,अब कहु कुसल जाउँ बलिहारी। अनुज सहित सुख भवन खरारी ॥,"Aba kahu kusala jau.n balihari, anuja sahita sukha bhavana kharari .",,,,,,,,,,,"('Draft: Sundara Kanda (Ramcharitmanas), Tulsidas. Source: sanskritdocuments.org (manas5_i.itx, ITRANS transliteration by Balram J. Rathore); raw file stored at data/raw_sources/sundarkand_itrans_raw.txt. Devanagari here is machine-converted from that ITRANS source via indic_transliteration, NOT independently proofread against a Devanagari printed edition yet. Verse/doha number per source: n/a (chaupai). Tracker/category placement not yet decided (staging only). reviewed=no.',)",NA
SK001,144,chaupai,कोमलचित कृपाल रघुराई। कपि केहि हेतु धरी निठुराई ॥,"Komalachita krripala Raghurai, kapi kehi hetu dhari nithurai .",,,,,,,,,,,"('Draft: Sundara Kanda (Ramcharitmanas), Tulsidas. Source: sanskritdocuments.org (manas5_i.itx, ITRANS transliteration by Balram J. Rathore); raw file stored at data/raw_sources/sundarkand_itrans_raw.txt. Devanagari here is machine-converted from that ITRANS source via indic_transliteration, NOT independently proofread against a Devanagari printed edition yet. Verse/doha number per source: n/a (chaupai). Tracker/category placement not yet decided (staging only). reviewed=no.',)",NA
SK001,145,chaupai,सहज बानि सेवक सुख दायक। कबहुँक सुरति करत रघुनायक ॥,"Sahaja bani sevaka sukha dayaka, kabahu.nka surati karata raghunayaka .",,,,,,,,,,,"('Draft: Sundara Kanda (Ramcharitmanas), Tulsidas. Source: sanskritdocuments.org (manas5_i.itx, ITRANS transliteration by Balram J. Rathore); raw file stored at data/raw_sources/sundarkand_itrans_raw.txt. Devanagari here is machine-converted from that ITRANS source via indic_transliteration, NOT independently proofread against a Devanagari printed edition yet. Verse/doha number per source: n/a (chaupai). Tracker/category placement not yet decided (staging only). reviewed=no.',)",NA
SK001,146,chaupai,कबहुँ नयन मम सीतल ताता। होइहहि निरखि स्याम मृदु गाता ॥,"Kabahu.n nayana mama sitala tata, hoihahi nirakhi syama mrridu gata .",,,,,,,,,,,"('Draft: Sundara Kanda (Ramcharitmanas), Tulsidas. Source: sanskritdocuments.org (manas5_i.itx, ITRANS transliteration by Balram J. Rathore); raw file stored at data/raw_sources/sundarkand_itrans_raw.txt. Devanagari here is machine-converted from that ITRANS source via indic_transliteration, NOT independently proofread against a Devanagari printed edition yet. Verse/doha number per source: n/a (chaupai). Tracker/category placement not yet decided (staging only). reviewed=no.',)",NA
SK001,147,chaupai,बचनु न आव नयन भरे बारी। अहह नाथ हौं निपट बिसारी ॥,"Bachanu na ava nayana bhare bari, ahaha natha haum nipata bisari .",,,,,,,,,,,"('Draft: Sundara Kanda (Ramcharitmanas), Tulsidas. Source: sanskritdocuments.org (manas5_i.itx, ITRANS transliteration by Balram J. Rathore); raw file stored at data/raw_sources/sundarkand_itrans_raw.txt. Devanagari here is machine-converted from that ITRANS source via indic_transliteration, NOT independently proofread against a Devanagari printed edition yet. Verse/doha number per source: n/a (chaupai). Tracker/category placement not yet decided (staging only). reviewed=no.',)",NA
SK001,148,chaupai,देखि परम बिरहाकुल सीता। बोला कपि मृदु बचन बिनीता ॥,"Dekhi parama birahakula Sita, bola kapi mrridu bachana binita .",,,,,,,,,,,"('Draft: Sundara Kanda (Ramcharitmanas), Tulsidas. Source: sanskritdocuments.org (manas5_i.itx, ITRANS transliteration by Balram J. Rathore); raw file stored at data/raw_sources/sundarkand_itrans_raw.txt. Devanagari here is machine-converted from that ITRANS source via indic_transliteration, NOT independently proofread against a Devanagari printed edition yet. Verse/doha number per source: n/a (chaupai). Tracker/category placement not yet decided (staging only). reviewed=no.',)",NA
SK001,149,chaupai,मातु कुसल प्रभु अनुज समेता। तव दुख दुखी सुकृपा निकेता ॥,"Matu kusala prabhu anuja sameta, tava dukha dukhi sukrripa niketa .",,,,,,,,,,,"('Draft: Sundara Kanda (Ramcharitmanas), Tulsidas. Source: sanskritdocuments.org (manas5_i.itx, ITRANS transliteration by Balram J. Rathore); raw file stored at data/raw_sources/sundarkand_itrans_raw.txt. Devanagari here is machine-converted from that ITRANS source via indic_transliteration, NOT independently proofread against a Devanagari printed edition yet. Verse/doha number per source: n/a (chaupai). Tracker/category placement not yet decided (staging only). reviewed=no.',)",NA
SK001,150,chaupai,जनि जननी मानहु जियँ ऊना। तुम्ह ते प्रेमु राम कें दूना ॥,"Jani janani manahu jiya.n una, tumha te premu rama kem duna .",,,,,,,,,,,"('Draft: Sundara Kanda (Ramcharitmanas), Tulsidas. Source: sanskritdocuments.org (manas5_i.itx, ITRANS transliteration by Balram J. Rathore); raw file stored at data/raw_sources/sundarkand_itrans_raw.txt. Devanagari here is machine-converted from that ITRANS source via indic_transliteration, NOT independently proofread against a Devanagari printed edition yet. Verse/doha number per source: n/a (chaupai). Tracker/category placement not yet decided (staging only). reviewed=no.',)",NA
SK001,151,doha,रघुपति कर संदेसु अब सुनु जननी धरि धीर। अस कहि कपि गद गद भयउ भरे बिलोचन नीर ॥,"Raghupati kara samdesu aba sunu janani dhari dhira, asa kahi kapi Gada Gada bhayau bhare bilochana nira .",,,,,,,,,,,"('Draft: Sundara Kanda (Ramcharitmanas), Tulsidas. Source: sanskritdocuments.org (manas5_i.itx, ITRANS transliteration by Balram J. Rathore); raw file stored at data/raw_sources/sundarkand_itrans_raw.txt. Devanagari here is machine-converted from that ITRANS source via indic_transliteration, NOT independently proofread against a Devanagari printed edition yet. Verse/doha number per source: 14. Tracker/category placement not yet decided (staging only). reviewed=no.',)",NA
